Date,Month,Case,Rainfall,Temperature,Humidity,Wind
10/28/2021,O,384,2.6,28,92.5,0.5
10/29/2021,O,356,2.3,28.5,84,0
10/30/2021,O,345,2.3,28,87.5,0
10/31/2021,O,318,0.9,25,86,2
11-01-2021,N,297,1.2,24,76,2.5
11-02-2021,N,280,0.6,23,90,1
11-03-2021,N,303,1.6,23.5,90,0
11-04-2021,N,309,1.4,25,91,0.5
11-05-2021,N,287,0.1,23,75.5,0
11-06-2021,N,286,0.8,23.5,88.5,1
11-07-2021,N,276,2.6,23,74,0
11-08-2021,N,267,6.3,24,89.5,1.5
11-09-2021,N,263,2.2,25,90,1.5
11-10-2021,N,274,2.9,25,90,0
11-11-2021,N,273,0,26.5,88.5,0
11-12-2021,N,258,0,26.5,78.5,1
11/13/2021,N,280,0,22,90.5,3.5
11/14/2021,N,256,0.2,22.5,97.5,0
11/15/2021,N,255,0.4,23,93,0.5
11/16/2021,N,223,0.2,23,93,1
11/17/2021,N,232,0.1,23,94.5,0
11/18/2021,N,245,0,22,95.5,0
11/19/2021,N,222,0.1,24.5,75.5,0.5
11/20/2021,N,240,0.3,23,92,1
11/21/2021,N,200,2.3,23.5,84.5,0
11/22/2021,N,201,0.4,23.5,82.5,0
11/23/2021,N,190,0.3,24,81,0
11/24/2021,N,222,0.3,24,74.5,1
11/25/2021,N,189,0.2,21.5,94.5,0
11/26/2021,N,199,0,19.5,94.5,1
11/27/2021,N,156,0.8,21,90.5,1
11/28/2021,N,145,6.4,20.5,92.5,1.5
11/29/2021,N,167,1.9,21,92.5,0
11/30/2021,N,132,0,21.5,79.5,0.5
12-01-2021,D,100,0,23,77,0
12-02-2021,D,111,0,23.5,90,0
12-03-2021,D,116,0,23,91,0
12-04-2021,D,100,0,24,90.5,0.5
12-05-2021,D,89,0,22.5,91.5,0.5
12-06-2021,D,89,0,21,100,1
12-07-2021,D,100,1.6,21.5,99.5,0
12-08-2021,D,123,1.9,21,98.5,0
12-09-2021,D,110,1.6,23.5,96.5,0.5
12-10-2021,D,99,0,22,97,0
12-11-2021,D,89,0.1,21,81.5,0
12-12-2021,D,56,1.1,18.5,94,0.5
12/13/2021,D,78,0,18.5,79.5,0.5
12/14/2021,D,89,0,18,96.5,1.5
12/15/2021,D,99,0,19,95.5,1.5
12/16/2021,D,67,0.2,19,90,2.5
12/17/2021,D,77,0,19,93.5,0.5
12/18/2021,D,78,0,19,79,1
12/19/2021,D,45,0,18.5,94.5,2
12/20/2021,D,45,0,18,81.5,0.5
12/21/2021,D,40,0,21,84,1
12/22/2021,D,78,0,19,86.5,3
12/23/2021,D,41,1.2,18,94,0.5
12/24/2021,D,30,1.4,19.5,95.5,0
12/25/2021,D,35,2.2,19,90.5,0.5
12/26/2021,D,34,0.1,18.5,96,0.5
12/27/2021,D,31,0.7,20,89.5,0
12/28/2021,D,22,0.6,21.5,72.5,0
12/29/2021,D,34,0,19.5,89.5,2
12/30/2021,D,42,0,20,90.5,1
12/31/2021,D,45,0,18,92,1.5
